"Date","Source","Site ID","POC","Daily Max 8-hour CO Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"05/03/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"05/04/2022","AQS","350010023","1","0.1","ppm","1","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"05/05/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"05/06/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"05/07/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"05/08/2022","AQS","350010023","1","0.1","ppm","1","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"05/09/2022","AQS","350010023","1","0.1","ppm","1","DEL NORTE HIGH SCHOOL","17","71.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"05/10/2022","AQS","350010023","1","0.1","ppm","1","DEL NORTE HIGH SCHOOL","8","33.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"05/11/2022","AQS","350010023","1","0.1","ppm","1","DEL NORTE HIGH SCHOOL","2","8.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"05/12/2022","AQS","350010023","1","0.1","ppm","1","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"05/13/2022","AQS","350010023","1","0.1","ppm","1","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"05/14/2022","AQS","350010023","1","0.1","ppm","1","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"05/15/2022","AQS","350010023","1","0.1","ppm","1","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"05/16/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","17","71.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"05/17/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"05/18/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"05/19/2022","AQS","350010023","1","0.3","ppm","3","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"05/20/2022","AQS","350010023","1","0.1","ppm","1","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"05/21/2022","AQS","350010023","1","0.1","ppm","1","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"05/22/2022","AQS","350010023","1","0.1","ppm","1","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"05/23/2022","AQS","350010023","1","0.1","ppm","1","DEL NORTE HIGH SCHOOL","18","75.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"05/24/2022","AQS","350010023","1","0.1","ppm","1","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"05/25/2022","AQS","350010023","1","0.1","ppm","1","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"05/26/2022","AQS","350010023","1","0.1","ppm","1","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"05/27/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"05/28/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"05/29/2022","AQS","350010023","1","0.1","ppm","1","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"05/30/2022","AQS","350010023","1","0.1","ppm","1","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"05/31/2022","AQS","350010023","1","0.1","ppm","1","DEL NORTE HIGH SCHOOL","18","75.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"06/01/2022","AQS","350010023","1","0.1","ppm","1","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"06/02/2022","AQS","350010023","1","0.1","ppm","1","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"06/03/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"06/04/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"06/05/2022","AQS","350010023","1","0.1","ppm","1","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"06/06/2022","AQS","350010023","1","0.1","ppm","1","DEL NORTE HIGH SCHOOL","18","75.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"06/07/2022","AQS","350010023","1","0.1","ppm","1","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"06/08/2022","AQS","350010023","1","0.1","ppm","1","DEL NORTE HIGH SCHOOL","7","29.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"06/10/2022","AQS","350010023","1","0.3","ppm","3","DEL NORTE HIGH SCHOOL","11","46.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"06/11/2022","AQS","350010023","1","0.3","ppm","3","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"06/12/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"06/13/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","17","71.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"06/14/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"06/15/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"06/16/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","17","71.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"06/17/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"06/18/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"06/19/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"06/20/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"06/21/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","17","71.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"06/22/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"06/23/2022","AQS","350010023","1","0.3","ppm","3","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"06/24/2022","AQS","350010023","1","0.3","ppm","3","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"06/25/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"06/26/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"06/27/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","17","71.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"06/28/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","17","71.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"06/29/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","16","67.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"06/30/2022","AQS","350010023","1","0.1","ppm","1","DEL NORTE HIGH SCHOOL","18","75.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"07/01/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","15","63.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"07/02/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"07/03/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"07/04/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"07/05/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"07/06/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","18","75.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"07/07/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"07/08/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"07/09/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"07/10/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"07/11/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","11","46.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"07/12/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","18","75.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"07/13/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"07/14/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"07/15/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"07/16/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"07/17/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","18","75.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"07/18/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"07/19/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"07/20/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"07/21/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"07/22/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"07/23/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"07/24/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","18","75.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"07/25/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"07/26/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"07/27/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"07/28/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"07/29/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"07/30/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"07/31/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"08/01/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","16","67.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"08/02/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"08/03/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","18","75.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"08/04/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"08/05/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"08/06/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"08/07/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"08/08/2022","AQS","350010023","1","0.1","ppm","1","DEL NORTE HIGH SCHOOL","17","71.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"08/09/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"08/10/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"08/11/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"08/12/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"08/13/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"08/14/2022","AQS","350010023","1","0.2","ppm","2","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"08/15/2022","AQS","350010023","1","0.1","ppm","1","DEL NORTE HIGH SCHOOL","8","33.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"08/17/2022","AQS","350010023","1","0.3","ppm","3","DEL NORTE HIGH SCHOOL","3","13.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"08/18/2022","AQS","350010023","1","0.4","ppm","5","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"08/19/2022","AQS","350010023","1","0.3","ppm","3","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"08/20/2022","AQS","350010023","1","0.3","ppm","3","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"08/21/2022","AQS","350010023","1","0.3","ppm","3","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"08/22/2022","AQS","350010023","1","0.3","ppm","3","DEL NORTE HIGH SCHOOL","18","75.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"08/23/2022","AQS","350010023","1","0.4","ppm","5","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"08/24/2022","AQS","350010023","1","0.3","ppm","3","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"08/25/2022","AQS","350010023","1","0.3","ppm","3","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"08/26/2022","AQS","350010023","1","0.4","ppm","5","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"08/27/2022","AQS","350010023","1","0.3","ppm","3","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"08/28/2022","AQS","350010023","1","0.3","ppm","3","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"08/29/2022","AQS","350010023","1","0.3","ppm","3","DEL NORTE HIGH SCHOOL","18","75.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"08/30/2022","AQS","350010023","1","0.3","ppm","3","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"08/31/2022","AQS","350010023","1","0.4","ppm","5","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"09/01/2022","AQS","350010023","1","0.3","ppm","3","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"09/02/2022","AQS","350010023","1","0.3","ppm","3","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"09/03/2022","AQS","350010023","1","0.3","ppm","3","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
"09/04/2022","AQS","350010023","1","0.4","ppm","5","DEL NORTE HIGH SCHOOL","24","100.0000","42101","Carbon monoxide","593","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.1343000008884","-106.5852"
